              moorFLPI Graph Text File V5.0 (BOS_spatial_1s_after4_adrenalin_P2_2_eine ROI.msf)
============================================================
1) Subject Information
Name	P1
00:00:40.400	918.3
00:00:40.600	894.0
00:00:40.800	871.9
00:00:41.000	891.3
00:00:41.200	897.2
00:00:41.400	892.0
00:00:41.600	881.4
00:00:41.800	863.6
00:00:42.000	841.6
00:00:42.200	818.0
00:00:42.400	804.6
00:00:42.600	799.8
00:00:42.800	800.4
00:00:43.000	803.5
00:00:43.200	805.8
00:00:43.400	785.8
00:00:43.600	781.3
00:00:43.800	780.8
00:00:44.000	767.9
00:00:44.200	764.1
00:00:44.400	753.3
00:00:44.600	747.9
00:00:44.800	736.6
00:00:45.000	731.4
00:00:45.200	725.7
00:00:45.400	720.0
00:00:45.600	738.0
00:00:45.800	754.5
00:00:46.000	732.6
00:00:46.200	726.9
00:00:46.400	705.2
00:00:46.600	709.2
00:00:46.800	716.2
00:00:47.000	732.9
00:00:47.200	787.1
00:00:47.400	803.9
00:00:47.600	818.0
00:00:47.800	829.1
00:00:48.000	857.8
00:00:48.200	892.1
00:00:48.400	907.0
00:00:48.600	901.7
00:00:48.800	951.5
00:00:49.000	976.1
00:00:49.200	956.5
00:00:49.400	923.8
00:00:49.600	893.3
00:00:49.800	860.0
00:00:50.000	835.8
00:00:50.200	808.8
00:00:50.400	779.7
00:00:50.600	757.4
00:00:50.800	731.7
00:00:51.000	702.9
00:00:51.200	682.2
00:00:51.400	662.5
00:00:51.600	639.6
00:00:51.800	618.0
00:00:52.000	603.8
00:00:52.200	587.4
00:00:52.400	575.4
00:00:52.600	566.3
00:00:52.800	561.6
00:00:53.000	550.3
00:00:53.200	549.0
00:00:53.400	549.9
00:00:53.600	533.9
00:00:53.800	526.5
00:00:54.000	520.0
00:00:54.200	511.7
00:00:54.400	505.2
00:00:54.600	499.4
00:00:54.800	490.4
00:00:55.000	478.3
00:00:55.200	474.7
00:00:55.400	465.7
00:00:55.600	452.6
00:00:55.800	450.1
00:00:56.000	445.2
00:00:56.200	434.7
00:00:56.400	430.6
00:00:56.600	432.1
00:00:56.800	429.3
00:00:57.000	427.6
00:00:57.200	427.9
00:00:57.400	429.9
00:00:57.600	424.0
00:00:57.800	423.5
00:00:58.000	422.8
00:00:58.200	420.0
00:00:58.400	423.6
00:00:58.600	422.1
00:00:58.800	418.6
00:00:59.000	421.5
00:00:59.200	419.5
00:00:59.400	411.9
00:00:59.600	409.1
00:00:59.800	408.6
00:01:00.000	403.2
00:01:00.200	397.3
00:01:00.400	399.6
00:01:00.600	397.1
00:01:00.800	391.5
00:01:01.000	394.2
00:01:01.200	401.3
00:01:01.400	400.0
00:01:01.600	401.4
00:01:01.800	407.5
00:01:02.000	403.6
00:01:02.200	401.7
00:01:02.400	441.0
00:01:02.600	440.7
00:01:02.800	438.1
00:01:03.000	440.3
00:01:03.200	444.1
00:01:03.400	448.5
00:01:03.600	449.4
00:01:03.800	443.0
00:01:04.000	432.7
00:01:04.200	431.4
00:01:04.400	427.2
00:01:04.600	418.8
00:01:04.800	415.4
00:01:05.000	414.9
00:01:05.200	416.4
00:01:05.400	414.3
00:01:05.600	417.7
00:01:05.800	422.5
00:01:06.000	422.1
00:01:06.200	423.8
00:01:06.400	423.4
00:01:06.600	417.0
00:01:06.800	420.3
00:01:07.000	421.5
00:01:07.200	418.8
00:01:07.400	421.2
00:01:07.600	419.5
00:01:07.800	414.7
00:01:08.000	411.0
00:01:08.200	411.8
00:01:08.400	405.8
00:01:08.600	399.5
00:01:08.800	401.5
00:01:09.000	398.4
00:01:09.200	390.9
00:01:09.400	404.1
00:01:09.600	435.5
00:01:09.800	434.5
00:01:10.000	432.0
00:01:10.200	434.2
00:01:10.400	432.9
00:01:10.600	427.0
00:01:10.800	425.0
00:01:11.000	424.2
00:01:11.200	420.0
00:01:11.400	424.5
00:01:11.600	423.4
00:01:11.800	419.6
00:01:12.000	422.9
00:01:12.200	431.9
00:01:12.400	424.3
00:01:12.600	424.1
00:01:12.800	422.7
00:01:13.000	416.1
00:01:13.200	411.8
00:01:13.400	412.7
00:01:13.600	415.4
00:01:13.800	414.1
00:01:14.000	418.4
00:01:14.200	425.6
00:01:14.400	423.7
00:01:14.600	424.0
00:01:14.800	427.1
00:01:15.000	420.3
00:01:15.200	422.8
00:01:15.400	423.7
00:01:15.600	422.7
00:01:15.800	425.2
00:01:16.000	424.4
00:01:16.200	421.6
00:01:16.400	417.1
00:01:16.600	418.2
00:01:16.800	414.0
00:01:17.000	407.1
00:01:17.200	408.7
00:01:17.400	407.5
00:01:17.600	400.2
00:01:17.800	400.8
00:01:18.000	406.3
00:01:18.200	422.2
00:01:18.400	427.8
00:01:18.600	431.8
00:01:18.800	433.4
00:01:19.000	428.5
00:01:19.200	427.0
00:01:19.400	424.0
00:01:19.600	419.7
00:01:19.800	425.1
00:01:20.000	425.0
00:01:20.200	422.2
00:01:20.400	424.6
00:01:20.600	423.1
00:01:20.800	415.0
00:01:21.000	414.5
00:01:21.200	414.0
00:01:21.400	408.3
00:01:21.600	404.1
00:01:21.800	404.8
00:01:22.000	400.8
00:01:22.200	394.5
00:01:22.400	400.9
00:01:22.600	411.8
00:01:22.800	418.0
00:01:23.000	418.0
00:01:23.200	422.9
00:01:23.400	418.2
00:01:23.600	416.2
00:01:23.800	417.2
00:01:24.000	415.9
00:01:24.200	415.2
00:01:24.400	420.0
00:01:24.600	418.1
00:01:24.800	412.8
00:01:25.000	414.3
00:01:25.200	412.0
00:01:25.400	405.0
00:01:25.600	406.6
00:01:25.800	406.2
00:01:26.000	400.4
00:01:26.200	397.6
00:01:26.400	399.5
00:01:26.600	401.5
00:01:26.800	400.1
00:01:27.000	404.8
00:01:27.200	410.6
00:01:27.400	408.4
00:01:27.600	409.0
00:01:27.800	409.4
00:01:28.000	403.0
00:01:28.200	406.7
00:01:28.400	407.8
00:01:28.600	406.4
00:01:28.800	409.1
00:01:29.000	409.0
00:01:29.200	406.7
00:01:29.400	402.7
00:01:29.600	404.2
00:01:29.800	400.9
00:01:30.000	394.3
00:01:30.200	397.8
00:01:30.400	395.9
00:01:30.600	388.7
00:01:30.800	390.1
00:01:31.000	397.8
00:01:31.200	400.3
00:01:31.400	400.6
00:01:31.600	405.5
00:01:31.800	407.4
00:01:32.000	402.7
00:01:32.200	403.0
00:01:32.400	404.1
00:01:32.600	400.4
00:01:32.800	407.3
00:01:33.000	408.3
00:01:33.200	405.3
00:01:33.400	410.0
00:01:33.600	408.2
00:01:33.800	401.6
00:01:34.000	402.9
00:01:34.200	403.3
00:01:34.400	398.4
00:01:34.600	395.2
00:01:34.800	397.5
00:01:35.000	394.4
00:01:35.200	394.4
00:01:35.400	400.3
00:01:35.600	406.8
00:01:35.800	406.2
00:01:36.000	407.9
00:01:36.200	411.6
00:01:36.400	405.3
00:01:36.600	406.4
00:01:36.800	409.7
00:01:37.000	408.8
00:01:37.200	410.6
00:01:37.400	412.7
00:01:37.600	417.2
00:01:37.800	413.3
00:01:38.000	415.0
00:01:38.200	410.4
00:01:38.400	403.0
00:01:38.600	405.8
00:01:38.800	403.1
00:01:39.000	396.4
00:01:39.200	397.7
00:01:39.400	401.9
00:01:39.600	402.9
00:01:39.800	404.2
00:01:40.000	413.0
00:01:40.200	417.6
00:01:40.400	414.3
00:01:40.600	417.0
00:01:40.800	415.0
00:01:41.000	411.5
00:01:41.200	417.6
00:01:41.400	417.6
00:01:41.600	415.0
00:01:41.800	419.4
00:01:42.000	418.9
00:01:42.200	412.5
00:01:42.400	412.8
00:01:42.600	412.7
00:01:42.800	407.6
00:01:43.000	402.9
00:01:43.200	405.6
00:01:43.400	401.7
00:01:43.600	395.5
00:01:43.800	400.6
00:01:44.000	409.1
00:01:44.200	408.5
00:01:44.400	409.2
00:01:44.600	414.7
00:01:44.800	411.4
00:01:45.000	409.2
00:01:45.200	411.4
00:01:45.400	411.2
00:01:45.600	409.7
00:01:45.800	415.7
00:01:46.000	414.5
00:01:46.200	409.8
00:01:46.400	412.5
00:01:46.600	412.4
00:01:46.800	406.1
00:01:47.000	406.3
00:01:47.200	405.9
00:01:47.400	401.0
00:01:47.600	403.9
00:01:47.800	404.9
00:01:48.000	407.3
00:01:48.200	406.8
00:01:48.400	422.6
00:01:48.600	432.1
00:01:48.800	429.8
00:01:49.000	429.7
00:01:49.200	430.5
00:01:49.400	423.2
00:01:49.600	425.4
00:01:49.800	426.6
00:01:50.000	424.3
00:01:50.200	426.5
00:01:50.400	428.7
00:01:50.600	424.7
00:01:50.800	418.3
00:01:51.000	418.9
00:01:51.200	414.8
00:01:51.400	408.0
00:01:51.600	410.5
00:01:51.800	408.7
00:01:52.000	410.6
00:01:52.200	409.3
00:01:52.400	417.2
00:01:52.600	418.3
00:01:52.800	418.3
00:01:53.000	422.1
00:01:53.200	423.4
00:01:53.400	418.7
00:01:53.600	417.2
00:01:53.800	417.3
00:01:54.000	414.1
00:01:54.200	418.4
00:01:54.400	418.0
00:01:54.600	414.5
00:01:54.800	417.4
00:01:55.000	422.1
00:01:55.200	415.7
00:01:55.400	415.1
00:01:55.600	413.2
00:01:55.800	408.1
00:01:56.000	403.5
00:01:56.200	404.6
00:01:56.400	401.0
00:01:56.600	400.4
00:01:56.800	408.4
00:01:57.000	416.6
00:01:57.200	415.6
00:01:57.400	416.2
00:01:57.600	419.9
00:01:57.800	413.4
00:01:58.000	413.6
00:01:58.200	415.0
00:01:58.400	413.8
00:01:58.600	415.0
00:01:58.800	416.4
00:01:59.000	413.9
00:01:59.200	408.8
00:01:59.400	411.1
00:01:59.600	408.4
00:01:59.800	401.1
00:02:00.000	403.0
00:02:00.200	401.2
00:02:00.400	395.1
00:02:00.600	395.3
00:02:00.800	397.9
00:02:01.000	399.4
00:02:01.200	399.9
00:02:01.400	404.2
00:02:01.600	408.6
00:02:01.800	405.2
00:02:02.000	405.9
00:02:02.200	404.7
00:02:02.400	400.6
00:02:02.600	404.8
00:02:02.800	405.7
00:02:03.000	402.4
00:02:03.200	405.5
00:02:03.400	405.4
00:02:03.600	400.5
00:02:03.800	402.7
00:02:04.000	405.3
00:02:04.200	399.6
00:02:04.400	395.9
00:02:04.600	397.5
00:02:04.800	394.3
00:02:05.000	386.8
00:02:05.200	390.0
00:02:05.400	405.9
00:02:05.600	405.5
00:02:05.800	404.6
00:02:06.000	409.6
00:02:06.200	407.7
00:02:06.400	404.9
00:02:06.600	405.6
00:02:06.800	404.3
00:02:07.000	401.6
00:02:07.200	407.0
00:02:07.400	406.5
00:02:07.600	401.3
00:02:07.800	403.4
00:02:08.000	402.1
00:02:08.200	395.5
00:02:08.400	395.9
00:02:08.600	395.0
00:02:08.800	390.9
00:02:09.000	388.4
00:02:09.200	389.9
00:02:09.400	391.6
00:02:09.600	390.2
00:02:09.800	393.1
00:02:10.000	400.1
00:02:10.200	399.0
00:02:10.400	399.1
00:02:10.600	402.3
00:02:10.800	396.5
00:02:11.000	398.8
00:02:11.200	400.3
00:02:11.400	398.9
00:02:11.600	400.1
00:02:11.800	419.8
00:02:12.000	426.9
00:02:12.200	420.8
00:02:12.400	422.2
00:02:12.600	417.1
00:02:12.800	408.6
00:02:13.000	409.9
00:02:13.200	406.6
00:02:13.400	399.3
00:02:13.600	398.5
00:02:13.800	405.0
00:02:14.000	405.5
00:02:14.200	405.0
00:02:14.400	408.8
00:02:14.600	410.8
00:02:14.800	405.8
00:02:15.000	404.7
00:02:15.200	405.0
00:02:15.400	402.1
00:02:15.600	407.0
00:02:15.800	406.2
00:02:16.000	403.6
00:02:16.200	407.7
00:02:16.400	406.2
00:02:16.600	399.8
00:02:16.800	399.6
00:02:17.000	397.9
00:02:17.200	392.5
00:02:17.400	387.3
00:02:17.600	389.1
00:02:17.800	386.6
00:02:18.000	385.8
00:02:18.200	389.6
00:02:18.400	397.6
00:02:18.600	397.8
00:02:18.800	398.5
00:02:19.000	403.2
00:02:19.200	398.0
00:02:19.400	398.1
00:02:19.600	400.6
00:02:19.800	432.2
00:02:20.000	434.2
00:02:20.200	434.4
00:02:20.400	432.0
00:02:20.600	426.2
00:02:20.800	427.1
00:02:21.000	422.3
00:02:21.200	413.2
00:02:21.400	413.6
00:02:21.600	409.8
00:02:21.800	402.6
00:02:22.000	402.4
00:02:22.200	402.9
00:02:22.400	403.5
00:02:22.600	402.7
00:02:22.800	407.4
00:02:23.000	412.3
00:02:23.200	410.3
00:02:23.400	410.6
00:02:23.600	409.3
00:02:23.800	405.4
00:02:24.000	410.0
00:02:24.200	410.1
00:02:24.400	406.9
00:02:24.600	410.0
00:02:24.800	408.5
00:02:25.000	401.8
00:02:25.200	400.2
00:02:25.400	398.7
00:02:25.600	393.4
00:02:25.800	387.7
00:02:26.000	390.9
00:02:26.200	388.5
00:02:26.400	380.8
00:02:26.600	383.0
00:02:26.800	388.8
00:02:27.000	388.4
00:02:27.200	388.4
00:02:27.400	393.4
00:02:27.600	394.6
00:02:27.800	468.2
00:02:28.000	482.7
00:02:28.200	477.3
00:02:28.400	468.8
00:02:28.600	469.8
00:02:28.800	464.3
00:02:29.000	456.9
00:02:29.200	455.4
00:02:29.400	448.9
00:02:29.600	438.2
00:02:29.800	436.6
00:02:30.000	431.7
00:02:30.200	423.8
00:02:30.400	420.3
00:02:30.600	418.1
00:02:30.800	414.0
00:02:31.000	413.5
00:02:31.200	415.4
00:02:31.400	418.3
00:02:31.600	414.8
00:02:31.800	415.3
00:02:32.000	415.9
00:02:32.200	408.5
00:02:32.400	413.2
00:02:32.600	412.9
00:02:32.800	408.5
00:02:33.000	411.4
00:02:33.200	410.5
00:02:33.400	405.4
00:02:33.600	401.9
00:02:33.800	402.1
00:02:34.000	397.2
00:02:34.200	390.8
00:02:34.400	393.9
00:02:34.600	390.5
00:02:34.800	383.0
00:02:35.000	385.8
00:02:35.200	392.9
00:02:35.400	391.4
00:02:35.600	391.4
00:02:35.800	396.3
00:02:36.000	396.5
00:02:36.200	397.9
00:02:36.400	399.1
00:02:36.600	397.7
00:02:36.800	394.5
00:02:37.000	401.9
00:02:37.200	404.0
00:02:37.400	400.4
00:02:37.600	404.3
00:02:37.800	407.8
00:02:38.000	401.3
00:02:38.200	402.4
00:02:38.400	403.6
00:02:38.600	395.9
00:02:38.800	394.1
00:02:39.000	395.3
00:02:39.200	390.7
00:02:39.400	387.2
00:02:39.600	391.3
00:02:39.800	395.6
00:02:40.000	393.7
00:02:40.200	395.6
00:02:40.400	398.8
00:02:40.600	393.9
00:02:40.800	394.1
00:02:41.000	396.0
00:02:41.200	392.9
00:02:41.400	396.5
00:02:41.600	397.0
00:02:41.800	394.1
00:02:42.000	391.5
00:02:42.200	392.5
00:02:42.400	388.2
00:02:42.600	382.3
00:02:42.800	384.8
00:02:43.000	381.8
00:02:43.200	374.7
00:02:43.400	379.5
00:02:43.600	382.5
00:02:43.800	383.0
00:02:44.000	384.4
00:02:44.200	389.4
00:02:44.400	392.5
00:02:44.600	392.5
00:02:44.800	393.9
00:02:45.000	393.4
00:02:45.200	390.3
00:02:45.400	394.1
00:02:45.600	391.4
00:02:45.800	387.2
00:02:46.000	391.5
00:02:46.200	390.8
00:02:46.400	388.0
00:02:46.600	391.0
00:02:46.800	394.3
00:02:47.000	395.4
00:02:47.200	396.1
00:02:47.400	433.9
00:02:47.600	483.4
00:02:47.800	548.2
00:02:48.000	611.2
00:02:48.200	678.2
00:02:48.400	715.8
00:02:48.600	755.7
00:02:48.800	783.1
00:02:49.000	808.3
00:02:49.200	824.4
00:02:49.400	858.4
00:02:49.600	896.1
00:02:49.800	937.2
00:02:50.000	951.9
00:02:50.200	956.2
00:02:50.400	958.7
00:02:50.600	960.0
00:02:50.800	957.2
00:02:51.000	949.5
00:02:51.200	954.6
00:02:51.400	955.0
00:02:51.600	952.3
00:02:51.800	961.7
00:02:52.000	958.7
00:02:52.200	955.4
00:02:52.400	937.1
00:02:52.600	930.7
00:02:52.800	916.3
00:02:53.000	910.3
00:02:53.200	905.8
00:02:53.400	888.5
00:02:53.600	876.5
00:02:53.800	879.0
00:02:54.000	885.3
00:02:54.200	875.8
00:02:54.400	871.6
00:02:54.600	859.7
00:02:54.800	845.3
00:02:55.000	841.5
00:02:55.200	843.1
00:02:55.400	862.2
00:02:55.600	877.3
00:02:55.800	907.4
00:02:56.000	961.9
00:02:56.200	992.9
00:02:56.400	971.7
00:02:56.600	942.8
00:02:56.800	905.3
00:02:57.000	877.7
00:02:57.200	851.5
00:02:57.400	822.0
00:02:57.600	792.6
00:02:57.800	767.9
00:02:58.000	742.1
00:02:58.200	790.4
00:02:58.400	870.0
00:02:58.600	936.0
00:02:58.800	941.6
00:02:59.000	925.8
00:02:59.200	935.7
00:02:59.400	951.7
00:02:59.600	942.3
00:02:59.800	907.0
00:03:00.000	867.6
00:03:00.200	916.7
00:03:00.400	929.6
00:03:00.600	916.8
00:03:00.800	887.7
00:03:01.000	862.5
00:03:01.200	835.2
00:03:01.400	803.4
00:03:01.600	774.8
00:03:01.800	747.2
00:03:02.000	715.7
00:03:02.200	690.8
00:03:02.400	666.7
00:03:02.600	642.6
00:03:02.800	625.9
00:03:03.000	606.0
00:03:03.200	584.2
00:03:03.400	567.6
00:03:03.600	550.0
00:03:03.800	529.8
00:03:04.000	511.5
00:03:04.200	499.0
00:03:04.400	483.4
00:03:04.600	465.9
00:03:04.800	458.0
00:03:05.000	446.0
00:03:05.200	437.5
00:03:05.400	431.1
00:03:05.600	429.1
00:03:05.800	425.0
00:03:06.000	418.1
00:03:06.200	411.1
00:03:06.400	400.3
00:03:06.600	425.2
00:03:06.800	431.4
00:03:07.000	422.4
00:03:07.200	411.0
00:03:07.400	406.7
00:03:07.600	397.5
00:03:07.800	386.8
00:03:08.000	383.7
00:03:08.200	376.2
00:03:08.400	365.5
00:03:08.600	362.0
00:03:08.800	355.9
00:03:09.000	346.9
00:03:09.200	340.2
00:03:09.400	342.5
00:03:09.600	340.5
00:03:09.800	337.4
00:03:10.000	336.3
00:03:10.200	336.7
00:03:10.400	331.0
00:03:10.600	336.3
00:03:10.800	342.0
00:03:11.000	340.3
00:03:11.200	339.0
00:03:11.400	336.3
00:03:11.600	332.1
00:03:11.800	331.1
00:03:12.000	327.8
00:03:12.200	325.3
00:03:12.400	319.1
00:03:12.600	319.2
00:03:12.800	313.5
00:03:13.000	305.4
00:03:13.200	306.1
00:03:13.400	301.8
00:03:13.600	296.8
00:03:13.800	299.2
00:03:14.000	303.0
00:03:14.200	302.4
00:03:14.400	301.6
00:03:14.600	302.2
00:03:14.800	298.9
00:03:15.000	295.1
00:03:15.200	295.8
00:03:15.400	293.5
00:03:15.600	291.2
00:03:15.800	294.8
00:03:16.000	294.6
00:03:16.200	296.9
00:03:16.400	297.9
00:03:16.600	309.3
00:03:16.800	307.0
00:03:17.000	305.4
00:03:17.200	303.2
00:03:17.400	296.6
00:03:17.600	291.2
00:03:17.800	291.5
00:03:18.000	293.6
00:03:18.200	291.8
00:03:18.400	293.2
00:03:18.600	296.2
00:03:18.800	293.6
00:03:19.000	291.8
00:03:19.200	290.4
00:03:19.400	284.8
00:03:19.600	285.2
00:03:19.800	291.0
00:03:20.000	293.6
00:03:20.200	293.3
00:03:20.400	292.9
00:03:20.600	289.7
00:03:20.800	284.4
00:03:21.000	291.4
00:03:21.200	290.0
00:03:21.400	284.0
00:03:21.600	285.0
00:03:21.800	281.3
00:03:22.000	275.1
00:03:22.200	274.8
00:03:22.400	276.6
00:03:22.600	279.4
00:03:22.800	279.5
00:03:23.000	279.9
00:03:23.200	279.5
00:03:23.400	275.1
00:03:23.600	276.3
00:03:23.800	275.9
00:03:24.000	273.7
00:03:24.200	276.5
00:03:24.400	275.3
00:03:24.600	272.5
00:03:24.800	273.4
00:03:25.000	271.7
00:03:25.200	266.6
00:03:25.400	262.6
00:03:25.600	263.6
00:03:25.800	259.5
00:03:26.000	253.1
00:03:26.200	255.7
00:03:26.400	253.5
00:03:26.600	254.9
00:03:26.800	255.7
00:03:27.000	258.1
00:03:27.200	259.9
00:03:27.400	266.0
00:03:27.600	266.5
00:03:27.800	262.6
00:03:28.000	260.1
00:03:28.200	261.9
00:03:28.400	270.8
00:03:28.600	274.6
00:03:28.800	276.4
00:03:29.000	273.2
00:03:29.200	280.5
00:03:29.400	285.7
00:03:29.600	280.3
00:03:29.800	272.9
00:03:30.000	272.4
00:03:30.200	271.4
00:03:30.400	266.7
00:03:30.600	266.3
00:03:30.800	270.7
00:03:31.000	272.2
00:03:31.200	272.5
00:03:31.400	272.3
00:03:31.600	273.7
00:03:31.800	269.6
00:03:32.000	291.9
00:03:32.200	302.4
00:03:32.400	298.8
00:03:32.600	297.8
00:03:32.800	296.0
00:03:33.000	293.2
00:03:33.200	291.2
00:03:33.400	287.8
00:03:33.600	282.0
00:03:33.800	276.3
00:03:34.000	276.3
00:03:34.200	270.8
00:03:34.400	263.9
00:03:34.600	264.8
00:03:34.800	260.5
00:03:35.000	262.4
00:03:35.200	278.4
00:03:35.400	281.4
00:03:35.600	279.6
00:03:35.800	278.3
00:03:36.000	277.2
00:03:36.200	274.4
00:03:36.400	270.4
00:03:36.600	271.0
00:03:36.800	269.5
00:03:37.000	266.4
00:03:37.200	269.1
00:03:37.400	266.5
00:03:37.600	261.4
00:03:37.800	263.0
00:03:38.000	259.1
00:03:38.200	253.3
00:03:38.400	252.6
00:03:38.600	250.3
00:03:38.800	245.6
00:03:39.000	242.9
00:03:39.200	244.6
00:03:39.400	246.8
00:03:39.600	246.8
00:03:39.800	248.7
00:03:40.000	252.6
00:03:40.200	250.5
00:03:40.400	252.1
00:03:40.600	251.6
00:03:40.800	247.0
00:03:41.000	248.7
00:03:41.200	248.5
00:03:41.400	247.1
00:03:41.600	247.5
00:03:41.800	248.2
00:03:42.000	244.4
00:03:42.200	239.8
00:03:42.400	240.9
00:03:42.600	237.0
00:03:42.800	232.1
00:03:43.000	235.0
00:03:43.200	232.2
00:03:43.400	227.1
00:03:43.600	228.7
00:03:43.800	231.9
00:03:44.000	233.7
00:03:44.200	233.6
00:03:44.400	236.3
00:03:44.600	237.9
00:03:44.800	235.2
00:03:45.000	252.9
00:03:45.200	254.6
00:03:45.400	251.9
00:03:45.600	253.9
00:03:45.800	252.4
00:03:46.000	249.8
00:03:46.200	249.2
